Name,Maths,English,PE,Art,History,IT,Biology,German
Lisa,62,75,51,85,1,6,34,99
Miranda,97,99,49,88,67,49,84,5
Elizabeth,33,3,43,62,27,79,73,28
Frances,98,10,69,7,51,0,40,58
Jessica,60,66,5,74,40,35,78,41
Spencer,77,44,80,58,56,72,16,3
Stephanie,64,24,64,100,15,53,10,82
Danielle,26,59,57,19,1,52,15,72
Katie,90,49,82,51,30,91,16,47
John,70,90,56,39,79,63,92,55
Whitney,74,72,32,73,72,78,81,47
Robert,18,22,11,78,64,88,41,90
Matthew,10,3,16,42,66,61,49,15
Joseph,89,17,79,25,3,96,84,51
Connie,31,89,25,95,38,79,91,12
David,42,72,67,60,23,22,35,55
John,23,91,40,16,34,100,81,29
Rachael,9,86,20,81,90,76,53,51
Jamie,63,68,34,55,31,41,79,11
Laura,41,32,96,17,70,33,7,42
David,36,22,7,38,26,13,69,23
Steven,66,7,32,51,35,82,7,75
Adrian,3,14,12,85,1,43,58,76
Daniel,9,2,22,53,54,7,27,11
Emily,97,34,88,89,2,87,24,25
Christina,95,4,85,7,95,9,20,61
Matthew,71,25,25,10,9,76,97,74
Vickie,27,20,46,68,52,98,89,7
Sally,82,7,46,0,48,59,20,29
Patricia,6,65,27,25,38,70,72,31
Joseph,75,36,36,85,65,59,21,26
Brenda,76,41,32,96,91,4,28,45
Jerome,18,73,8,59,79,18,96,27
Robin,50,49,16,25,36,72,38,26
Andrea,23,99,29,30,63,47,36,83
Lisa,81,11,2,79,93,0,10,40
Paige,6,19,31,9,69,29,87,38
Janet,89,87,58,79,41,23,12,96
Carolyn,7,87,86,78,54,21,42,86
Michael,26,48,12,27,83,99,0,66
Kim,30,80,9,29,24,91,72,88
Matthew,28,100,69,2,60,39,45,63
Richard,17,86,72,15,35,17,17,98
William,19,15,6,50,82,86,98,47
Susan,86,80,81,92,63,88,96,89
William,8,31,13,11,50,59,66,9
Kayla,51,98,10,82,35,26,55,42
Michael,1,12,89,93,10,76,76,29
Mario,63,27,96,14,82,5,86,58
Briana,61,68,86,23,40,41,55,33
Jason,40,48,67,77,76,70,96,60
Jodi,12,16,72,14,63,48,86,74
Melissa,32,86,100,78,93,51,62,24
Andrew,87,60,3,85,37,26,69,9
Alicia,40,74,57,83,50,57,4,72
Sarah,48,14,79,25,26,67,2,50
Jeffrey,16,40,32,26,62,43,26,72
Kristin,52,96,66,74,88,38,95,34
Kyle,8,55,68,20,75,29,91,0
Bradley,31,1,43,48,16,38,77,22
James,7,15,51,28,13,22,97,58
Garrett,92,46,69,30,77,90,21,24
Jessica,79,49,10,86,91,24,43,10
Raven,40,65,95,64,3,56,4,57
Kayla,76,52,94,99,98,56,64,66
Thomas,96,100,60,98,59,62,28,9
Cynthia,21,71,64,63,49,92,53,27
William,36,91,30,65,62,64,61,40
Stephanie,51,67,0,40,58,65,86,47
Jeffrey,56,59,94,58,42,92,68,17
Sandra,44,53,37,66,80,93,92,16
Ryan,100,90,79,78,48,56,3,50
James,52,43,46,13,73,52,74,50
Courtney,93,23,90,96,65,81,7,92
James,57,14,87,65,88,8,26,32
Zachary,62,72,20,10,95,2,78,75
Susan,70,5,36,84,72,1,63,85
Jacob,55,46,43,19,79,34,71,55
Gregory,35,83,14,32,90,74,46,44
Alexandra,46,22,70,11,59,78,6,18
Jonathan,62,56,45,72,16,85,80,41
Lori,25,5,52,67,35,46,86,84
David,75,40,43,30,7,20,56,63
Barbara,47,25,12,31,93,65,87,88
Alicia,16,79,35,8,94,11,26,60
Denise,18,82,49,88,1,34,22,9
Nicholas,28,31,19,24,21,96,99,46
Miguel,57,61,29,1,27,68,22,96
Joel,62,51,91,54,56,32,41,89
Clayton,71,61,54,43,40,33,46,35
Michael,12,64,77,31,49,17,24,90
Vicki,9,54,98,95,64,73,82,10
Victoria,84,12,62,34,82,62,18,96
Kaitlyn,81,3,70,89,94,67,19,75
Matthew,82,9,34,70,27,69,51,63
Stacey,10,26,49,89,37,80,84,51
Amanda,29,39,11,83,90,89,24,24
Kathryn,65,79,49,72,92,54,24,50
Caitlin,88,45,45,32,83,67,10,40
Sandra,57,42,29,92,6,99,70,12
Angela,34,36,72,83,47,89,88,28
Richard,96,48,38,39,92,45,8,67
Pamela,99,62,12,34,23,13,9,69
Stacie,21,0,99,44,56,64,39,18
Andrea,54,32,53,60,62,78,89,52
Ronald,42,23,92,19,11,60,9,90
Nicholas,12,16,61,36,96,22,6,16
Diana,52,21,76,35,55,87,17,77
Benjamin,52,61,14,87,44,33,39,78
Tiffany,75,27,54,39,87,54,31,21
Chelsey,24,13,98,29,40,77,100,45
Brian,87,83,79,33,73,54,68,78
Brendan,48,47,71,65,12,13,42,19
James,93,76,7,84,60,28,65,11
George,61,28,0,66,61,59,57,46
Scott,11,16,48,8,67,11,58,32
Patricia,59,36,65,7,7,39,20,11
Tammy,72,0,74,53,13,44,36,18
Dennis,9,62,86,50,14,3,8,56
Angelica,63,51,78,82,98,14,42,70
Angela,30,71,85,4,13,97,21,53
Jacqueline,57,58,54,86,64,99,48,96
Michael,34,7,62,43,78,26,14,23
Danielle,44,43,92,8,90,33,93,36
Kayla,13,66,1,19,81,8,19,27
Jerry,37,59,74,8,96,72,83,8
Alicia,100,67,9,13,15,34,65,57
Tiffany,49,68,18,95,93,51,41,48
Manuel,96,40,5,43,38,47,2,99
Nicole,12,83,64,4,17,16,20,5
Rachel,36,45,70,18,69,26,26,88
Julie,54,81,83,95,23,35,93,8
Chelsea,38,90,90,27,44,52,17,57
Annette,50,87,37,85,51,6,76,75
Douglas,94,80,67,76,68,100,81,50
Jon,72,89,52,88,95,27,61,99
Mark,18,53,90,62,71,52,65,43
Justin,81,39,67,22,52,97,15,15
Lisa,44,55,45,33,69,74,1,24
Bryan,58,7,50,73,48,36,83,57
Charles,40,64,90,30,99,0,48,17
Ralph,59,83,52,30,100,41,48,23
Dwayne,93,49,94,60,80,100,21,63
April,51,86,42,22,5,25,61,23
Kevin,32,17,56,44,93,35,81,25
Nicole,52,6,64,54,10,35,22,10
Andrew,37,15,95,12,17,40,26,22
Henry,55,94,32,59,17,21,79,25
Gabrielle,91,76,93,56,33,50,10,66
Caitlin,4,6,66,18,99,41,89,6
Jennifer,68,0,68,17,47,65,94,11
Mary,27,45,6,21,2,37,41,92
Brittany,70,94,49,44,81,60,27,76
Linda,55,59,18,77,68,98,33,88
Michael,86,34,59,90,37,65,88,34
Michael,37,77,99,38,2,99,0,74
James,37,24,52,84,81,81,39,28
Michael,41,89,24,2,86,95,16,79
Deborah,95,8,74,93,26,57,81,62
Abigail,25,97,58,38,74,53,31,47
Lisa,50,39,54,52,67,93,3,28
Cheryl,17,29,94,48,37,47,53,92
Larry,26,46,35,50,49,23,21,45
Michelle,86,4,42,44,48,73,83,81
Jose,74,52,15,91,59,55,39,100
Leslie,25,58,77,93,20,26,26,30
Steven,46,81,93,86,79,19,6,93
Mark,18,73,41,96,26,11,46,72
John,54,83,76,42,10,73,31,58
Charles,74,58,45,2,39,67,93,65
Jessica,49,76,22,54,86,62,96,97
William,13,98,33,75,59,62,39,48
Steven,85,56,99,57,9,61,65,54
Sharon,15,42,89,26,59,92,21,64
Michael,66,52,45,47,76,72,62,22
Albert,98,35,39,60,5,51,20,74
Lisa,52,57,10,22,81,76,75,38
Joseph,53,42,27,57,94,56,28,67
Louis,45,49,97,19,35,92,80,37
Victoria,35,38,11,54,15,45,96,23
Annette,77,83,91,5,76,0,99,39
Linda,91,17,26,35,90,18,83,44
Daniel,1,32,96,11,37,87,87,27
Alexis,39,69,42,54,63,80,59,86
Kimberly,93,20,5,81,87,100,52,43
Susan,1,3,38,43,61,51,97,74
Robin,47,66,25,74,20,73,76,48
Michael,72,30,10,80,90,28,79,33
Patricia,28,18,20,16,93,9,66,78
Wayne,72,37,99,81,22,76,36,7
Carrie,74,18,44,55,74,50,8,49
Brian,12,82,62,11,88,82,38,38
Nicholas,11,37,26,77,87,43,7,67
Teresa,2,84,48,12,3,57,8,91
Tara,39,65,42,16,36,87,98,82
Jacqueline,16,5,28,65,23,88,29,33
Michael,7,34,25,37,16,4,91,84
Diane,85,40,17,16,40,98,84,89
Stephanie,88,58,98,10,13,34,86,49
Connie,76,1,58,69,49,30,33,86
David,59,4,72,20,43,12,24,65
Kevin,81,70,41,4,99,58,38,87
Angela,26,55,17,21,51,72,14,37
Clifford,57,75,2,77,63,29,11,32
Vanessa,37,45,85,60,75,80,1,59
Bobby,11,43,96,20,10,97,28,34
John,13,88,47,73,69,70,27,30
Jesse,9,52,0,43,6,53,79,61
Jessica,50,52,66,40,20,20,59,73
Jonathan,57,73,1,79,94,5,92,34
Laura,100,43,16,48,50,38,40,38
Regina,81,48,31,44,66,34,0,29
Robin,15,30,94,87,47,32,70,57
Henry,38,91,69,22,67,95,18,53
Monica,78,44,85,100,86,17,3,43
Alison,95,75,50,27,3,47,36,49
Amanda,96,31,23,23,34,59,13,34
Colin,98,20,35,26,34,66,65,71
Sean,91,63,62,11,38,7,95,73
Rebecca,12,19,7,90,90,57,68,1
Gabriel,68,93,53,48,92,16,80,43
Lisa,75,66,64,93,43,35,67,93
Taylor,0,82,66,39,34,21,86,11
Michelle,53,2,15,61,65,10,34,41
Carrie,94,56,6,39,79,3,93,5
Daniel,66,17,50,12,7,76,58,2
Jennifer,45,9,1,73,46,64,33,4
Ronald,50,83,67,86,29,92,11,88
Abigail,60,69,65,45,0,77,63,30
Virginia,78,48,25,11,21,82,99,11
Rose,31,15,5,100,91,80,44,95
Jonathon,42,8,91,25,39,17,92,51
Jean,57,44,35,64,41,70,92,38
Ann,6,76,24,61,78,60,20,58
Debra,25,15,44,35,8,55,59,82
Amy,32,70,53,51,34,55,48,26
John,19,37,80,44,40,11,71,12
Kristin,29,86,45,32,98,79,22,93
Joseph,31,56,97,74,73,43,62,80
Joshua,12,98,85,94,100,39,31,6
Carol,90,86,35,75,4,21,2,52
Samantha,78,28,0,85,95,100,89,17
Penny,48,32,17,59,81,81,11,63
Nicholas,71,46,29,13,22,60,80,69
Christopher,65,99,27,99,12,86,71,54
Justin,62,76,57,65,28,93,68,98
Monique,71,16,54,22,96,42,84,44
Juan,88,26,47,17,92,9,85,86
Bruce,86,32,62,45,55,47,23,1
Samantha,20,24,24,54,51,75,48,6
Jillian,60,30,78,61,24,11,61,95
Brittney,56,75,78,1,49,13,5,82
John,78,44,99,1,8,72,70,1
Emily,13,98,69,5,98,82,13,60
Regina,7,14,0,41,31,95,72,27
David,47,19,71,72,6,7,40,56
Peter,7,24,24,17,79,8,65,75
Kim,21,10,99,57,79,4,71,43
David,35,40,7,39,10,36,51,46
Angela,72,44,9,2,63,14,26,66
Larry,12,86,0,61,91,76,65,61
Raymond,74,17,0,42,70,20,4,53
Debra,49,32,10,40,20,81,32,22
Tonya,58,12,25,79,96,97,57,53
Tracy,90,12,82,33,93,55,25,55
Patrick,19,60,29,69,12,40,47,9
Daniel,82,0,29,42,50,10,30,6
Aaron,99,26,9,9,28,44,40,27
Jacob,30,74,78,64,3,51,59,78
Juan,49,25,52,65,47,34,76,9
Gary,3,9,65,39,48,74,66,72
Joseph,14,42,5,88,9,2,40,37
Victoria,89,83,42,21,51,2,52,27
Evan,90,99,32,68,86,35,50,86
Patricia,27,16,46,54,83,59,13,81
Carrie,56,27,10,20,92,57,0,41
Kari,35,96,23,7,75,13,7,63
Judy,67,74,27,5,81,87,29,47
Jesse,81,2,97,50,19,80,15,28
Alicia,58,14,16,8,16,50,65,17
Carl,97,3,16,50,60,61,70,31
Kathryn,78,12,43,54,6,46,28,45
Gina,29,98,66,96,13,21,16,25
Gilbert,68,14,51,25,29,11,62,0
Jennifer,8,41,62,74,33,36,52,16
Melanie,26,56,47,46,81,36,11,13
Scott,26,86,77,32,14,95,39,88
John,90,11,81,45,71,88,64,99
Alexandra,27,6,60,60,67,6,33,4
Carolyn,65,4,38,71,27,25,5,23
Daniel,78,31,10,24,63,72,92,97
Melissa,8,88,13,48,48,30,11,10
Eric,39,62,36,25,73,0,76,81
Tyler,47,54,25,27,47,29,63,31
Stacy,45,7,28,67,65,30,56,75
Scott,84,18,46,62,73,14,100,10
Shannon,53,9,2,39,28,62,96,100
Claudia,28,80,96,29,73,51,24,39
Jennifer,64,52,37,30,4,23,79,87
Amanda,74,71,54,79,78,93,2,22
Jennifer,64,11,47,69,38,8,9,65
Christine,67,12,16,46,39,61,87,7
Hannah,93,98,41,6,93,88,45,64
Jerry,46,47,47,85,100,91,10,71
David,26,17,95,43,47,40,86,35
Stacey,39,69,33,87,84,63,1,47
Megan,7,98,95,45,17,99,80,38
Aaron,44,32,85,33,81,17,55,29
Stephanie,7,94,89,66,18,28,11,6
Kelsey,43,27,63,93,92,21,60,76
Alexandra,86,25,85,3,99,20,75,31
Danielle,84,55,27,30,87,24,34,81
Ariel,59,30,6,17,65,18,76,13
John,56,78,21,79,67,46,40,91
Alicia,89,45,20,68,63,1,91,68
John,80,59,73,44,72,65,12,62
Denise,20,76,91,73,98,30,59,1
John,40,29,7,61,62,25,65,80
Haley,89,5,43,44,88,69,83,59
Dominique,99,60,12,9,84,12,9,69
Adam,0,8,72,37,79,47,50,68
Lee,35,80,3,67,96,58,39,11
Marc,15,8,89,13,34,50,78,62
Erin,6,36,14,28,17,3,72,84
Joshua,79,79,9,97,55,42,65,59
Gwendolyn,72,10,30,55,37,80,91,50
Jennifer,71,98,28,62,96,82,13,73
Pamela,61,66,7,92,96,37,82,55
Shaun,97,55,89,54,29,8,31,83
Peter,96,67,45,72,87,71,34,5
Joel,25,79,47,98,50,79,48,8
Michele,12,52,53,55,13,27,98,39
James,81,56,2,64,28,69,12,84
Jason,30,92,12,13,17,39,19,19
Brittany,61,9,74,12,73,48,33,39
Jennifer,65,62,87,55,49,11,63,67
Brandon,7,7,37,8,11,79,19,88
Donna,64,72,66,21,34,40,56,47
Patricia,41,24,22,88,40,80,36,21
Michael,23,81,100,38,14,70,0,83
David,24,76,24,33,5,6,78,2
James,85,29,49,40,14,98,95,88
Christopher,23,57,69,40,56,11,72,34
Sheila,49,23,73,11,13,40,77,67
Rebecca,81,2,53,29,48,91,89,71
Sharon,32,58,76,12,65,26,93,59
Kyle,5,27,96,49,24,25,86,32
Andrew,60,29,52,56,21,41,68,31
Dwayne,89,6,88,58,48,23,83,48
Nicole,22,39,34,78,99,68,44,3
Sean,52,95,2,87,27,36,54,36
Susan,7,86,62,49,16,79,25,78
Blake,77,17,49,49,32,12,41,20
William,66,25,17,56,98,35,15,54
Kenneth,38,48,14,49,13,79,67,66
Joseph,35,61,90,77,83,69,35,48
Sandra,41,22,84,32,40,16,18,66
Tara,41,67,44,16,19,94,90,72
Kent,10,38,31,64,54,17,36,47
Daniel,97,79,65,92,71,14,25,100
Kelly,12,1,100,37,34,43,20,95
Christopher,39,75,58,73,48,68,33,91
Bethany,45,14,53,28,35,95,85,69
Sarah,10,53,45,83,28,97,34,61
Alan,61,84,4,95,27,54,15,15
Corey,34,8,54,53,64,21,20,94
Martin,78,7,81,10,64,73,34,73
Joseph,92,89,46,86,5,44,20,34
Jessica,95,20,36,19,40,72,33,62
Jennifer,97,97,93,56,78,16,67,53
Teresa,6,5,28,23,58,67,11,75
Christopher,74,20,87,76,74,86,38,52
Joshua,2,29,41,30,53,48,54,23
Heather,13,48,0,29,52,91,64,29
Christina,53,9,22,10,31,9,42,26
Joshua,9,72,51,0,8,1,4,64
Michelle,13,21,17,61,79,67,30,7
Casey,78,5,32,0,29,32,5,39
Randy,59,67,52,85,40,90,84,73
Sarah,75,29,46,66,81,54,53,95
Donald,9,78,32,38,75,22,80,74
Timothy,24,30,11,6,10,8,68,28
Calvin,25,41,67,37,17,8,47,27
Rhonda,17,75,62,60,13,54,50,86
Heidi,16,55,86,1,98,97,16,87
Lynn,28,78,82,14,0,29,1,1
Todd,22,93,76,95,46,73,51,50
Joel,17,83,23,52,9,73,61,90
Jessica,67,61,82,96,86,23,45,24
George,66,100,99,42,47,27,54,57
David,83,48,29,15,12,4,24,40
Mark,46,37,44,48,93,43,28,68
Michelle,89,15,0,72,67,80,7,10
Ivan,45,5,30,33,63,73,27,23
Ian,61,81,23,80,12,40,9,49
Erin,77,91,18,19,45,27,3,34
Aimee,30,25,19,90,19,96,93,49
Valerie,23,79,60,70,54,98,21,28
Jessica,17,68,57,55,14,22,46,57
Walter,87,6,13,71,67,1,59,96
Madeline,72,66,30,85,36,23,12,75
Glen,87,61,9,18,84,11,15,23
Douglas,71,67,58,36,35,88,83,88
Diana,14,73,77,26,35,92,90,80
Sherri,64,74,97,60,98,56,51,100
William,84,54,75,33,42,51,30,73
Kayla,13,91,78,52,98,33,47,86
James,9,11,62,80,65,84,93,65
Vincent,19,18,23,41,96,47,80,18
Megan,51,43,25,19,57,61,43,22
Robert,9,62,70,77,0,77,17,98
Amy,38,90,0,5,81,80,73,54
Darin,1,96,35,41,95,48,55,34
Michael,67,86,3,24,14,22,31,52
Veronica,45,10,42,49,35,49,60,2
Laurie,6,85,29,48,57,68,73,61
Robert,23,39,44,78,19,87,86,69
Wendy,98,58,98,28,82,87,26,17
Teresa,84,32,98,61,8,53,80,66
Ryan,82,0,99,29,56,87,39,26
Anthony,98,16,77,39,11,90,13,38
Patricia,82,59,18,81,15,62,79,7
James,64,0,54,39,87,48,46,24
James,97,57,89,2,83,89,65,26
Jeremiah,100,17,5,52,100,6,61,75
Christopher,17,19,55,1,94,43,53,84
Robin,63,78,67,44,96,38,75,33
Zachary,61,6,100,15,91,65,61,9
Samantha,30,68,33,60,74,76,93,88
Christina,51,11,25,56,94,4,59,58
Heather,91,78,94,77,32,72,16,32
Patricia,92,62,98,9,90,60,71,48
Robin,56,50,86,1,0,31,20,39
Charles,44,71,91,98,13,0,85,69
Brandon,64,1,95,94,67,4,56,94
Donald,25,2,75,75,50,17,45,89
David,30,61,69,87,62,38,67,80
Denise,18,37,41,44,42,33,75,46
Erin,65,84,5,0,50,51,59,11
Shelley,88,26,16,26,15,17,35,86
Amy,14,63,57,48,85,48,8,69
Eric,24,7,86,46,32,9,77,90
Dennis,33,40,57,51,36,35,8,11
Brenda,92,89,100,37,3,57,70,18
Morgan,100,32,32,72,44,20,95,13
Daniel,88,69,26,86,99,63,86,65
Russell,82,69,39,99,62,99,96,35
Matthew,15,75,86,84,73,89,68,77
Ryan,1,85,8,63,21,28,23,29
Curtis,74,79,0,36,15,77,36,2
Nathan,67,73,10,2,12,16,12,36
Erica,49,30,56,53,42,35,80,78
James,81,26,87,16,85,37,0,89
Robert,23,25,11,91,3,56,66,22
Amber,96,64,73,24,41,98,22,58
Julie,51,74,91,98,29,44,46,31
Allison,50,36,99,24,60,63,90,100
Robert,9,20,66,60,89,89,88,49
Justin,71,33,14,8,61,23,1,89
James,79,27,64,55,50,18,14,38
Adriana,70,74,64,82,40,96,70,7
Kelsey,77,82,59,0,36,46,64,77
David,21,42,95,18,70,59,46,45
Valerie,14,58,97,74,97,23,88,88
Laura,34,7,13,8,86,74,2,13
Leah,45,7,38,0,60,51,39,98
Marcus,12,21,42,22,100,11,7,52
Michael,33,84,30,19,14,57,33,39
Jose,74,12,96,38,0,87,86,85
Keith,85,98,20,34,56,48,82,76
Peggy,86,93,62,5,13,87,4,42
David,61,87,29,28,42,49,13,72
James,97,60,28,80,39,10,13,43
Vicki,32,90,99,23,51,98,71,76
Scott,76,33,88,77,35,54,16,1
Victor,80,5,91,64,82,55,2,57
Brenda,100,0,24,41,59,1,97,30
Michael,97,6,45,99,21,59,35,18
Cody,35,75,34,39,5,24,77,82
Andrew,65,23,8,39,22,67,63,31
Anthony,94,84,55,40,85,14,31,5
Valerie,53,97,96,80,72,28,24,32
Christina,33,7,41,37,92,63,0,16
Darrell,57,27,13,26,83,34,24,8
Marcia,94,82,51,72,75,84,77,51
Jesus,41,32,31,62,93,5,49,6
Brianna,88,95,22,94,57,55,22,96
Scott,32,33,93,71,68,59,69,76
Brian,69,80,81,66,63,58,100,74
Cassandra,17,49,42,61,81,49,79,95
Diana,44,34,48,61,19,15,13,61
Andrew,12,16,51,73,43,95,35,8
Christine,65,23,30,29,9,62,40,18
Leslie,43,27,81,25,34,44,34,1
Leah,88,70,84,16,57,0,21,93
Karen,98,66,76,4,81,87,45,64
Devin,44,1,68,9,84,96,1,26
Anthony,100,89,28,33,92,40,65,89
James,27,91,68,72,35,5,50,67
Daniel,47,9,98,48,50,71,13,51
Douglas,55,0,35,67,2,0,71,65
Adrienne,49,25,98,19,33,37,65,51
Jason,42,41,56,32,23,79,26,16
Jennifer,94,67,56,6,62,6,98,70
Amy,35,29,2,80,1,45,9,85
Robert,4,68,79,96,44,43,37,11
Jennifer,11,24,62,94,44,4,31,8
Ricky,48,70,54,12,30,20,16,44
Amanda,7,14,97,31,94,48,34,23
Jesse,7,54,18,47,70,96,51,76
James,72,18,2,96,73,51,17,34
Richard,11,43,45,10,63,89,75,45
Rebecca,6,94,77,15,82,67,59,23
Ashley,69,92,63,19,52,6,18,77
Kyle,71,36,3,66,100,13,71,25
Adam,93,79,12,39,93,62,93,86
Kristin,25,63,23,32,96,11,4,88
Mark,38,67,32,48,68,20,97,64
Christopher,19,69,40,27,94,61,17,31
Robert,35,57,72,40,8,71,21,62
Nicole,2,11,66,7,87,78,90,62
Michael,59,77,60,57,94,20,12,97
Nathan,12,88,69,24,15,38,63,38
Heather,49,20,84,49,73,56,28,70
Shelby,66,26,3,85,100,45,4,14
Barry,70,0,80,60,94,76,11,4
Brianna,62,0,17,76,88,26,69,61
Joseph,26,22,78,56,6,2,20,69
Margaret,58,57,43,79,12,34,45,27
Jennifer,41,17,19,86,88,34,30,25
James,53,67,54,39,49,29,96,93
Melissa,35,75,59,64,40,31,60,35
Maria,8,13,92,57,83,46,80,54
Kristen,35,89,90,48,24,40,44,77
Isaac,67,76,57,85,64,62,45,82
John,26,100,50,72,50,51,96,73
Katelyn,19,18,63,54,40,13,69,99
Theresa,1,99,21,75,7,55,86,61
Sheila,67,7,43,72,73,52,42,62
Jacob,7,67,38,97,68,70,50,62
Ryan,54,42,32,30,30,54,89,55
Brandon,19,45,85,94,85,96,92,6
Robert,45,93,6,62,52,13,73,61
Jennifer,5,4,80,28,14,35,43,8
Brooke,90,31,31,85,97,58,23,29
Renee,19,26,62,18,28,58,66,9
Sherry,63,53,0,15,40,46,14,56
Danny,2,61,32,36,58,14,78,61
Nancy,39,1,9,7,85,99,13,70
Gregory,64,85,13,59,56,56,13,31
Brandy,97,65,70,5,39,42,58,99
Danielle,32,50,72,7,59,64,82,95
Robert,86,83,22,32,96,31,20,14
Andrew,24,72,92,88,71,40,28,33
Christian,3,13,76,57,98,74,34,70
Kenneth,46,98,52,51,40,80,24,68
Mark,36,93,28,76,66,38,7,16
Melissa,56,85,95,46,16,22,12,59
Kyle,3,8,53,96,46,89,74,8
Douglas,54,72,12,78,66,44,13,72
Travis,44,26,7,45,79,10,77,23
Allen,78,19,2,33,44,71,23,81
John,38,9,29,96,43,70,31,92
Jamie,71,71,66,88,88,96,75,52
Michael,95,100,47,43,26,99,21,1
Todd,85,11,6,98,23,56,73,28
Samantha,93,56,67,16,94,36,92,88
Steven,23,41,31,18,16,82,51,79
Matthew,83,54,61,76,99,34,61,66
Scott,68,31,31,14,52,4,1,68
Matthew,46,37,22,51,56,66,82,84
Thomas,46,86,36,98,2,45,41,46
Gregory,67,98,79,45,99,71,75,6
Charlene,20,42,69,27,0,20,72,20
Christine,34,60,100,39,71,30,94,96
Cindy,82,53,90,10,63,18,83,5
Sarah,75,10,29,23,57,69,63,13
Steven,39,42,40,34,1,55,46,59
Katherine,86,27,86,93,74,41,53,63
Michele,19,35,90,70,75,17,49,7
Tyler,79,52,33,47,49,58,77,27
Teresa,59,98,5,88,46,1,24,96
Jaclyn,85,21,69,87,60,30,39,11
Craig,58,7,16,42,38,95,94,43
Monica,91,73,23,29,36,12,49,55
Jessica,64,30,94,53,5,65,15,57
Kevin,19,70,51,48,29,19,97,31
Heidi,95,49,81,50,10,49,85,36
Morgan,75,69,70,38,7,33,0,0
Robert,59,90,18,89,89,89,69,40
James,11,27,47,37,65,58,79,9
Donna,32,31,40,63,29,72,41,88
Chad,4,15,33,70,75,10,40,42
Marc,42,82,55,48,2,16,31,18
Brad,90,17,26,66,30,84,79,1
Thomas,95,75,34,10,2,9,14,49
Sheila,40,7,4,20,41,44,44,7
Adam,39,22,35,4,42,14,0,4
Jennifer,1,67,57,31,86,29,50,58
Raymond,6,58,1,72,57,61,42,44
Jonathan,94,65,64,28,17,73,63,76
Luke,98,40,7,55,19,43,69,59
Geoffrey,24,50,71,66,76,33,95,89
Hannah,79,47,53,59,61,95,19,82
Ronald,66,16,54,64,36,86,36,89
Jackson,98,72,71,33,16,59,7,79
Ariel,44,66,31,5,100,72,93,93
Kevin,20,46,69,82,51,67,92,20
Jose,32,78,73,93,30,1,34,13
Marvin,31,27,16,16,42,55,12,7
David,37,18,25,20,37,47,26,86
Mark,56,95,71,82,33,43,58,16
Maria,10,75,17,29,27,44,97,0
Donald,22,73,63,84,21,38,7,71
Wanda,38,70,65,89,4,40,34,82
Robert,26,27,81,57,26,90,38,1
Timothy,6,11,87,66,0,99,80,55
Kathleen,28,9,74,82,58,58,16,74
Brian,57,6,34,22,55,12,66,97
Aaron,91,69,82,38,65,52,53,89
Sean,61,40,68,48,31,2,89,40
Samantha,61,67,18,87,25,56,38,7
Sue,32,41,87,30,36,43,18,65
Katherine,75,93,94,80,49,67,10,38
Barbara,5,28,85,36,25,34,49,51
Kimberly,65,42,33,96,49,18,79,69
Raymond,66,52,37,33,85,40,28,33
Rachel,77,88,51,41,87,65,35,31
Deborah,15,89,35,27,64,49,4,68
Ronald,22,86,89,67,90,36,8,84
Holly,27,64,67,18,44,28,40,82
Sherry,50,22,56,93,85,6,45,93
Jennifer,67,14,36,73,18,66,31,45
Heidi,80,94,0,67,81,72,21,7
Rita,50,25,15,66,42,66,55,39
Andrew,98,18,69,4,80,62,41,58
Courtney,57,18,76,48,85,36,30,40
Seth,14,100,79,65,53,6,18,60
Victoria,76,45,35,82,88,70,68,28
Katherine,7,75,7,92,57,4,99,72
Dawn,41,22,10,0,74,23,25,4
Edwin,47,9,6,71,78,19,34,27
Wayne,51,78,48,29,27,60,89,47
Logan,18,24,10,41,9,4,84,17
Jennifer,31,46,73,39,3,57,55,83
Jade,29,80,90,13,30,76,28,7
Brenda,59,27,0,48,44,5,27,22
Margaret,9,9,48,49,21,36,76,11
Joshua,10,22,76,14,22,99,29,39
Anthony,40,67,79,69,32,62,29,63
Craig,38,21,34,57,20,38,59,49
Nicholas,85,40,15,2,88,22,86,67
Nathan,15,5,28,58,38,20,90,73
Erik,81,32,91,32,3,72,36,19
Sarah,39,54,9,67,38,63,83,70
Stephanie,33,95,52,91,16,38,82,16
Karen,13,33,84,69,31,75,30,55
Jonathan,52,31,35,33,53,22,55,62
Kerri,90,70,27,37,0,47,91,52
Kimberly,33,20,83,78,7,52,25,9
Michael,13,32,0,28,11,65,78,12
Nicole,96,95,7,34,44,34,15,96
Joseph,12,85,62,30,4,78,75,27
Jenna,3,23,84,14,26,94,5,71
Marie,62,27,80,0,56,83,20,68
Joseph,80,45,68,26,86,12,21,38
Erica,62,38,12,3,48,0,95,21
Michelle,8,70,9,47,44,7,98,34
Benjamin,3,14,72,52,72,42,71,23
Melissa,87,71,30,98,38,77,98,18
Brianna,83,33,86,62,49,63,44,61
David,8,90,44,64,87,8,35,98
Cynthia,58,40,54,25,2,64,98,4
Aaron,7,26,26,15,46,19,30,83
Raven,72,72,80,9,89,43,53,59
Jeffrey,19,6,97,1,5,27,77,78
Patty,10,15,70,26,80,55,45,22
Lisa,8,67,68,47,40,82,1,59
Leslie,44,86,4,15,43,0,93,81
